Account,date,daily_pnl,classification,value,win_rate,avg_trade_size,num_trades,long_short_ratio,leverage_proxy,daily_volume,profit_per_trade,Crossed,frequency_segment,consistency_segment,profitable_day,leverage_segment
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,Greed,72.0,0.14072494669509594,20030.785479744136,469,1.0128755364806867,2106.631832116502,9394438.39,-230.6544108742004,0.652452025586354,frequent,inconsistent,False,high_leverage
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,Greed,63.0,0.9428571428571428,15603.565285714287,70,22.333333333333332,1236.28422840917,1092249.57,116.53017608571429,1.0,frequent,inconsistent,True,high_leverage
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,Greed,60.0,0.0,0.17,1,0.0,0.16998346485845592,0.17,0.0,1.0,frequent,inconsistent,False,low_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,Extreme Greed,86.0,0.17204301075268819,373.7049462365591,93,1.1136363636363635,48.693622613748545,34754.56,1.7107534623655916,0.8387096774193549,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,Extreme Greed,90.0,0.35789473684210527,353.5228421052631,95,0.9,61.11033078602158,33584.67,1.6977884631578948,0.9157894736842105,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,Extreme Greed,83.0,0.41358024691358025,666.941975308642,162,0.7802197802197802,173.16667057584908,108044.6,0.9099400308641975,0.9691358024691358,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,Extreme Greed,90.0,0.48826291079812206,895.9638028169014,213,1.1734693877551021,114.95200123193547,190840.29,1.0956124882629108,0.9765258215962441,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,Extreme Greed,83.0,0.3464373464373464,2149.553218673219,407,0.8584474885844748,362.59391612872815,874868.16,-0.7770152530712531,0.9557739557739557,moderate,consistent,False,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,Extreme Greed,82.0,0.34977578475336324,729.007130044843,446,1.0,128.25849194059757,325137.18,1.748881869955157,0.984304932735426,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,Extreme Greed,94.0,0.3117782909930716,422.0099076212471,433,0.9244444444444444,31.73591329786286,182730.29,0.32614224018475746,0.976905311778291,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,Extreme Greed,93.0,0.40384615384615385,333.45923076923077,156,0.95,27.505123592071303,52019.64,4.318148717948718,0.9743589743589743,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,Extreme Greed,80.0,0.42028985507246375,200.7391304347826,69,3.6,50.92363551181901,13851.0,1.5698714057971015,0.9710144927536232,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,Extreme Greed,82.0,0.4222222222222222,324.3673333333333,225,0.8907563025210085,66.66733414860158,72982.65,2.06347112,0.9466666666666667,moderate,consistent,True,medium_leverage
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,Extreme Greed,79.0,0.35023041474654376,1012.5778341013826,217,1.4111111111111112,281.8917836788364,219729.39,-2.342353184331797,0.9447004608294931,moderate,consistent,False,medium_leverage
